id,categoryName,latitude,longitude,title,stars,averageRating,cleanedText,sentiment
22,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,"My cousin from AK was admitted to this hospital following a motor bike accident
Coming from a poor family the hospital robbed them daily Money had to be raised and borrowed A day in ICU was costing 15lakh with poor care Unnecessary tests were done They showed no sympathy Its a money making business They have basically robbed a poor family They kept extending his stay and not allowing a transfer to a different hospital They wouldnt give us his full medical reports to check and have checked my our friend doctor in UK

They kept delaying his discharge and kept him over 78 weeks so you can imagine the cost He is basically a skeleton thanks to their service

Dont be fooled by the cleanliness or overseas doctors please AVOID and if you do end up there let them know your thoughts Unfortunately Im in UK otherwise would deal with the greedy people May Allah SWT give all the sick Shiva without visiting Shiva hospital
Ameen",Negative
23,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,"Shifa International Hospital is known as the best hospital in Pakistan but inside the hospital everything goes same just like in normal hospitals
We had an appointment and we got to the hospital they said sorry we cant test your patient today so we rescheduled it and the next day when we got to the hospital in the morning they said wait for sometime we will start your test but unfortunately after 4 hours of waiting they told us sorry our machine is not working properly so you guys can go now and reschedule your test for the next day and we will call you and inform you
And still we didnt get any call msg or something",Negative
24,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,One of the beat hospital to deliver effective healthcare world wide,Positive
25,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,3.0,3.4,I have no experience with shifa hospital but I want to go there for treatment,Neutral
26,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Excellent service Highly recommended,Positive
27,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,4.0,3.4,Great service with minor room for improvement,Positive
28,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,One of best hospital in pakistan recently admitted for clavicle bone fracture surgery Doctors are professional and patient care is great there are some are areas which needs to be improved but overall hospital puts great efforts for providing good facilities to patients,Positive
29,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,very will and very useful,Positive
30,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Absolutely loved everything about this place,Positive
31,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Dr Sumair Qureshi is a very competent orthopaedic surgeon  I just got operated for my multiple foot and ankle fractures  Thank you for all the best work,Positive
32,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,3.0,3.4,Neutral experience met basic expectations,Neutral
33,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Beauty full  area,Positive
34,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,"Shif Intetnational hospital is good in cleanliness only but actually is a mafia in the medical industry of Pakistan
Very unexperienced doctors just try to play with mind of patients or attendants
Try to make money from patients
Nursing staff looks active just to show people that they really do care of the patients
Very corrupt organization this is
Instead of having recent medical test reports they reject reports from well reputed hospitals like CMH MH and repeat the test by their own reason just to make money Try to admit stabled patient to ICU also just to make money
The worst Hospital found in the capital
Ill suggest people to go any government hospital or military hospital",Negative
35,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Perfect service Couldnt ask for more,Positive
36,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,"This hospital is a complete nightmare They overcharge patients for everything including unnecessary procedures just to squeeze every penny they can On top of that they outright threaten patients not to leave so they can keep racking up the bills Its a disgusting display of greed and lack of humanity

To make matters worse after overcharging and wasting time the staff provides careless advice that can endanger lives Their incompetence and negligence can have fatal consequences as they seem more focused on profits than proper care If you value your health your wallet and your peace of mind avoid this place at all costs",Negative
37,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Outstanding experience in every way,Positive
38,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,Very disappointed with the service Appointment was on 10 pm and we came 30 minutes early as mentioned but doctor Didnt came even on 12 am we are still waiting in surgical clinics very pathetic experience,Negative
39,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,Terrible experience would not return,Negative
40,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Excellent service and experience.,Positive
41,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,Worst service Ive experienced,Negative
42,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,Worst service Ive experienced,Negative
43,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,Awful experience complete waste of time,Negative
44,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,Aslam alikum ap K hospital main Jo sign karty ha test ho gya dawi k lia wo log bht batmeez ha  Jis K Dil ho Kam ho Jaya ga nie to jaoo yah sy is lia un KO dhky ap Chota staff acha ha doctor bht achy ha sb,Negative
45,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,4.0,3.4,Good hospital with carrying staff and Doctors,Positive
46,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,Very bad experience icu is very expensive I recommend dont go there this hospital is only for Rich people  For gall bladder surgery my father give around 7 lac but till now they didnt operate,Negative
47,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,"I got scammed at the Pharmacy of this hospital I purchased a medicine box having 30 capsules for PKR 61000 But when I got home and opened the pack the seal was already broken and 15 capsules were missing from the pack
The Pharmacist took 15ish mins for giving me the medicine Now I understand what he were doing in those 15 mins

If any higher official of this hospital are seeing this review please take action against your staff and so they wont scam people next time",Negative
48,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,Bkwas ha ya sb shifa international hospital fake ha Lab tests hony k liya diya han 3 din ho gay han abi tk nai ay 1 din ka bol rahy thy Es sy to best ha kisi or lab sy tests krwa liya jay,Negative
49,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Big hospital,Positive
50,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,best hospital,Positive
51,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,4.0,3.4,Very good experience overall,Positive
52,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Absolutely loved everything about this place,Positive
53,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,Awful experience complete waste of time,Negative
54,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,4.0,3.4,Cleaness are very good also expensive but worth able,Positive
55,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Absolutely loved everything about this place,Positive
56,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Very good and clean,Positive
57,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,My late mother was misdiagnosed as allergy and TB by the so called consultants dr wajid yar from internal medicine and dr sohail naseem from pulmonology which later turned out to be advanced non small cell lung cancer Its a matter of shame that such incompetent people are being permitted to practice at such costly private setups where people are under the impression that they are getting quality treatment,Negative
58,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,"Worst and rude Drs in their surgical step down  ICU They show ZERO sympathy to the patient and the reason they let no one sit with the patient or be with the patient is so that they can easily KILL TIME  pretend being busy when in reality they are putting zero effort into helping the patient  their families
My mom kept waiting from 6pm till 10pm in the ICU to get a urine bag installed but no Dr was ready to help with it WHAT THE HECK THEY CHARGE MILLIONS TO LEAVE THE PATIENT SUFFERING",Negative
59,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Good facilities way too expensive,Positive
60,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Abdullah bakhtiar,Positive
61,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Amazing place with exceptional quality,Positive
62,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,"Worst hospital
Especially the oncology department dr hadi Khan is the worst doctor there who make medical negligences and distrupts the whole case of a patient",Negative
63,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Also bakery and cakes  available in good quality,Positive
64,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,2.0,3.4,"I visited Shifa international Hospital in 2023 to treat my critically ill mother who suffered from multiple health issues and severe anemia While the ICU was impeccably clean and the staff were helpful and kind I was disappointed with their treatment strategies

Despite my mothers fragile condition they drew blood samples daily including from arteries for lab tests The charges were exorbitant and they refused to let me transfer my mother to another hospital or provide me with her lab reports

After persistent efforts I finally obtained the reports and was shocked to discover numerous unnecessary tests and severe bruising on my mothers arm This experience was truly horrific

While some doctors at Shifa International hospital are excellent and I would recommend it for routine checkups I strongly advise against admitting patients here due to their subpar treatment and care",Negative
65,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,4.0,3.4,"Support Staff is very friendly
overall environment is good neat and clean",Positive
66,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Excellent service Highly recommended,Positive
67,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,3.0,3.4,good but very expensive,Neutral
68,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,MY MOST BEAUTIFUL AND LOVING HOSPITAL IN ISLAMABAD I AM PROUD OF ITS SERVICESES,Positive
69,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Very expensive hospital with experience staff and quality medical treatment,Positive
70,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Good,Positive
71,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,3.0,3.4,Decent service but could be better,Neutral
72,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Outstanding experience in every way,Positive
73,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,"Pathetic patient care when admitted in hospital nurses dont even care and keep using their mobile phones mostly
On the other hand doctors are professional when it comes to OPD but not all are same Few doctors are hidden gem that you need to figure out yourself Good luck
Life is miserable for those who are unaware of their rights in this country",Negative
74,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Excellent service Highly recommended,Positive
75,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,SHIFA INTERNATIONAL HOSPITAL  ARE LOCATING IN  H8 ISLAMABAD,Positive
76,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Perfect service Couldnt ask for more,Positive
77,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,"Most Pathetic service Butchers they treat patients like Atm
Most unprofessional staff and doctors",Negative
78,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Perfect service Couldnt ask for more,Positive
79,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,Third class hospital paisa lootnay kay liye baitay way hai guard say lay kar doctors tak sab bas paisey kay ilawa koi baat nahi Gabbar is back movie suits you so much PATEL hospital in movie shifa hospital in real,Negative
80,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,3.0,3.4,Tertiary level hospital with all good facilities except professionalism The doctors and staff are more commercial minded than any other commercial entity,Neutral
81,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,Outstanding experience in every way,Positive
82,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,Excellent service Highly recommended,Positive
83,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,1.0,4.4,"All they concern with money
Will ask unnecessary tests from hospital labs
Doctors dont explain about diseases",Negative
84,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,1.0,4.4,Unsatisfied,Negative
85,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,Excellent service Highly recommended,Positive
86,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,Outstanding experience in every way,Positive
87,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,4.0,4.4,Good,Positive
88,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,I came from Afghanistan for my treatment I am fully satisfy with the treatment Thank you Advanced Hospital Specially ms Najla for the help,Positive
89,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,Perfect service Couldnt ask for more,Positive
90,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,One of the best hospital in islamabad specially opd staff is very cooperative and well trained,Positive
91,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,Today I have visited Dr MUJEEB KHAN at Advanced International Hospital my experience was very good they have translator for afghan patients as well so it was very convenient for me to co suit with the doctor,Positive
92,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,Professional sttaf over all Highly recommend hospital in Islamabad Pakistan,Positive
93,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,My mother came for the diabetic treatment in advanced international hospital We had very good experience over all services are good and diagnostic department is very fast Highly recommended,Positive
94,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,Fully Satisfied from this hospital Reccomended one of the best Hospital in Isalamabad,Positive
95,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,My name is Naseem I came for Dr Shazli Manzoor for the treatment I was suffering from severe cough he treated me  he was very humble and cooperative doctor the staff is also very experienced and good they are always ready to serve,Positive
96,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,"Best Hospital in Islamabad
Best Doctors
Best Staff 
Best Management Team",Positive
97,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,"I recently visited Advance International Hospitals emergency department with severe abdominal cramps in the middle of the night
Aik MO or aik nurse through out the medication and drips and anything Mere sath he thay
Very cooperative
The hospitals facilities were clean and wellmaintained
Allah or taraki dain
Im extremely grateful for the outstanding care I received Highly recommend Advance International Hospital for any medical emergency",Positive
98,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,1.0,4.4,Worst experience ever The doctor was good but the staff was like any pathetic government hospital The nurse used foul language Not recommended at all,Negative
99,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,1.0,4.4,Pathetic Hospital They are charging much but the services are zero Unprofessionalism in on peak,Negative
100,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,1.0,4.4,Very bad experience in everything of hospital,Negative
101,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,Outstanding experience in every way,Positive
102,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,My name is M Fawad from Murree I have treated by Dr M Nawaz Afridi  Neurosurgeon  at AIH My issue was spinal tumor He have successfully my surgery Allahmdollilah now I am happy from the surgery I am feeling better now Thanks Dr Sab and AIH Highly recommend Neurosurgeon in Islamabad,Positive
103,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,"Thank you for your good sevices
Specially Ms Najla",Positive
104,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,"Doctors and staff are very cooperative
Cleanliness and seated capacity are at its peak
They feel you like you are in forigen hospital
They take  as a Human being
Doctors have knowledge and have  ability to diagnose the disease
Parking is also available
Guards behavior very good cooperative
Recommendation
Charges are a little bit high like doctors  and tests charges please look into this matter
Overall 5",Positive
105,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,Perfect service Couldnt ask for more,Positive
106,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,1.0,4.4,they dont care about online appointments what is the purpose of that giving patient online to book appointments and when patient comes on time dr is not available just doing there business dont care about other time and giving false information about appointments,Negative
107,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,At Advanced International hospital we found very cooperative staff Highly recommend,Positive
108,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,We are fully satisfied from this hospital specially from Dr Armughan sab He is a great person  Thanks,Positive
109,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,We are satisfied from this hospital Over all staff is very cooperative,Positive
110,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,Good experience with this hospital,Positive
111,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,I am from KP Allahmdolliah we are satisfied from this hospital and specially from Dr Ahmed Naseer sab,Positive
112,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,Staff was good in nature they all were standby 247 even security guard too guides soo well nice experience all though appreciated all,Positive
113,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,I am from South Waziristan I found this hospital is one of the best Hospital in Islamabad,Positive
114,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,One of my friends were admitted in Advanced international Hospital oyr experience was good,Positive
115,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,I am A bid Hussain from DG Khan Allahmdolliah I am satisfied Dr Imran Abbas surgery The surgery went very will Thanks,Positive
116,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,I am aimal Safi from Afghanistan This is one of the best hospital in Islamabad,Positive
117,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,3.0,4.4,"I visited Advance International Hospital today for an MRI scan While the medical staff and services were professional I was genuinely disappointed and concerned about one basic facility clean drinking water

There was no water cooler available anywhere in the hospital for visitors or patients I checked with the pharmacy and they only had chilled bottled water which is not suitable for everyone especially in a hospital setting Even worse no glass or cup was available to drink water from which made the situation more frustrating

In a place labeled International Hospital I expected at least the minimum standard of patient care which includes access to normal temperature drinking water

Im sharing this review with the hope that hospital management will take this seriously and ensure that all patients and visitors have access to basic facilities like clean roomtemperature water and drinking glasses Its not just a comfort issue  its a matter of health and dignity",Neutral
118,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,1.0,4.4,"Dr Shazli lacks basic ethics when communicating with patients and provides subpar treatment His primary focus seems to be making money rather than genuinely caring for his patients

The consultation charges are excessively high5000 for just one minute If a patient has prior knowledge about their condition he becomes visibly frustrated

When I visited him I was already undergoing treatment as per my previous doctors prescription Instead of considering my test results Dr Shazli seemed irritated that I had them done beforehand He ended up prescribing the same active ingredients but from different pharmaceutical companies which felt unnecessary

No one would be naive enough to keep spending on such a doctor",Negative
119,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,"Genuine review from a UK citizen looking for a trustworthy clean and empathetic hospital
I had to take my mother in for treatment We were there for a grand total of 10 days In those 10 days I saw the doctors surgeons Dr Fauzaan Abdullah surgeon Ferogh Elahi Dr  Prof Rizwan Dr Hamid give us 100 attention and care They updated us every step of the way and ensured the treatment moved ahead quickly and efficiently
The day to day staff in general ward Mehvish Rubina Rimsha all the housekeeping staff were brilliant The care they gave was immaculate Always on hand and ready to treat Smiling all the same
IPD1 another fabulous team Usama Komal Sania day and night staff Dr Abdullah all the staff I cant speak about enough Fantastic My mother still talks about all of you so highly
The cleanliness is spot on  near perfect
The canteen staff were so helpful and polite
Overall the supervising staff ensuring everything was quality controlled took their jobs very seriously Theres no messing about
X rays CT scans IV drips medication all conducted in a timely manner Round the clock care for patients here is not taken lightly
The transporters who take patients in wheelchairs thank you
Of course any hospital will be pricey in islamabad Not all hospitals charge extortion and give you the best care possible Some can charge extortion and give you the worst care
Im so glad I made the right choice in bringing my mother here After her operation she is no longer in pain or suffering but alhamdulillah has recovered very well
Technology here is top notch
Security is tight one attendant per patient Dont try bringing too many visitors you wont be allowed in but made to wait
So sorry this review is an essay but I cannot thank this hospital or the staff enough Our every need was taken care of
I was scared at first reading other reviews on many hospitals but this was the only one that gave me faith that I would be in good hands

Again a heartfelt thank you for treating my mother with love and care",Positive
120,Hospital,33.6965775,73.0504561,Advanced International Hospital Islamabad,5.0,4.4,"Exceptional Service at Advance International Hospital Islamabad

I had a great experience at Advance International Hospital Islamabad The hospital is wellequipped maintains high standards of care and is undoubtedly one of the best healthcare facilities in the city The staff is highly professional courteous and always willing to assist patients with kindness and efficiency

A special mention goes to Rizwan Haider who is an outstanding member of the team His cooperative nature and dedication to solving patients concerns efficiently make a significant difference He goes the extra mile to ensure that every patient feels heard and satisfied with the services provided

I highly recommend Advance International Hospital to anyone seeking quality medical care with a supportive and professional staff",Positive
121,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,if i could give zero stars i would horrible service they are just money hungry will try to keep you in the hospital to rack up your bill as much as possible,Negative
122,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,"It was a very bad experience they made us wait for a long time and they didnt even check up at all
Specifically DrAmer Awan",Negative
123,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Absolutely loved everything about this place,Positive
124,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,3.0,3.4,best place for treatment,Neutral
125,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Amazing place with exceptional quality,Positive
126,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,"The dr  staff no doubt were good  esp the oncologist surgeon but the hospital itself is a ripoff Charged my parents 20lac pkr for 6 days of hospitalization but the furniture they provide at the hospital is TRASH The chairs and sofas provided for sitting esp at the waiting area are of such bad quality that id prefer sitting on the bare ground than using them
Please refrain from coming to this hospital",Negative
127,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,Dr Humera Nasir the great gynecologist I ever met with she handled the case very competently and responsibly,Positive
128,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,I waited 3 hours for ultrasound check up and I thought am next and I saw Kho come like 20 min ago and the calling to push there number before us and not just them there some other people its not fair you wait for 3 hours and then someone come and just go inside its the second time that happened to me worst experience I had,Negative
129,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,1.0,3.4,"Despite being pricey the behaviour and attitude of Doctors as well as other staff is extremely insensitive indifferent and rude

I had bad experience twice with them
My first experience was in August 2024 I was extremely unwell and got admitted Before admission I had to do some procedural steps and payments and the the behaviour of accounts department was insensitive They made me wait for 15 hour and were not telling me the next steps the person who took the payment from me asked me to wait for him till he gets back and he did not came backAnd when I approached other staff again n again they first made me wait and after 15 hour one of them at last informed me that my request can be processed at the moment
My second bad experience was of today I  visited Dr Saleh Gastroenterologist for a follow up visit on the advice of the Doctor who treated me in the previous visit He was extremely rude to me and kept saying that why did you come here you have no health issues He was not ready to listen to me about my issue and made me feel dumb and embarrassed He said that I am facing psychiatric issues If it helps considers that I am mentally disturbed the he should definitely treat me with concern and not with cold and rude behavior He said that some other patient could have been adjusted in my place and I wasted his time

When you are charging the amount you want then treat the patients with care and concern Doctors as well as other staff need to work on their attitude towards patients",Negative
130,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,5.0,3.4,By the bllisings of Allah Doctors of Shifa international Save my life after 8 Gun Shots I remain in a coma for one month,Positive
131,Hospital,33.6749541,73.0661674,Shifa International Hospitals Limited,4.0,3.4,Best doctors,Positive
